Supplier Key: 1, Name: Supplier#000000001, Nation: PERU, Balance: 5755.940000
Supplier Key: 9554, Name: Supplier#000009554, Nation: PERU, Balance: 8219.580000
Supplier Key: 9555, Name: Supplier#000009555, Nation: MOZAMBIQUE, Balance: 6483.820000
Supplier Key: 9556, Name: Supplier#000009556, Nation: INDIA, Balance: 5580.860000
Supplier Key: 9557, Name: Supplier#000009557, Nation: UNITED KINGDOM, Balance: 9600.650000
Supplier Key: 9558, Name: Supplier#000009558, Nation: RUSSIA, Balance: 8231.610000
Supplier Key: 9559, Name: Supplier#000009559, Nation: MOROCCO, Balance: -194.720000
Supplier Key: 9560, Name: Supplier#000009560, Nation: BRAZIL, Balance: 3352.750000
Supplier Key: 9561, Name: Supplier#000009561, Nation: SAUDI ARABIA, Balance: 5708.470000
Supplier Key: 9562, Name: Supplier#000009562, Nation: KENYA, Balance: 9289.100000
Supplier Key: 9563, Name: Supplier#000009563, Nation: INDONESIA, Balance: 7982.500000
Supplier Key: 9564, Name: Supplier#000009564, Nation: SAUDI ARABIA, Balance: 3894.150000
Supplier Key: 9565, Name: Supplier#000009565, Nation: UNITED KINGDOM, Balance: 8031.560000
Supplier Key: 9566, Name: Supplier#000009566, Nation: INDONESIA, Balance: 3516.510000
Supplier Key: 9567, Name: Supplier#000009567, Nation: CANADA, Balance: 7911.070000
Supplier Key: 9568, Name: Supplier#000009568, Nation: UNITED KINGDOM, Balance: 2359.120000
Supplier Key: 9569, Name: Supplier#000009569, Nation: MOZAMBIQUE, Balance: 3646.280000
Supplier Key: 9570, Name: Supplier#000009570, Nation: ARGENTINA, Balance: 82.600000
Supplier Key: 9571, Name: Supplier#000009571, Nation: PERU, Balance: 138.620000
Supplier Key: 9572, Name: Supplier#000009572, Nation: INDONESIA, Balance: 6769.670000
Supplier Key: 9573, Name: Supplier#000009573, Nation: KENYA, Balance: 2953.080000
Supplier Key: 9574, Name: Supplier#000009574, Nation: ALGERIA, Balance: 9324.340000
Supplier Key: 9575, Name: Supplier#000009575, Nation: UNITED STATES, Balance: 6338.340000
Supplier Key: 9576, Name: Supplier#000009576, Nation: JAPAN, Balance: 2536.760000
Supplier Key: 9577, Name: Supplier#000009577, Nation: BRAZIL, Balance: 8328.310000
Supplier Key: 9578, Name: Supplier#000009578, Nation: KENYA, Balance: 7984.370000
Supplier Key: 9579, Name: Supplier#000009579, Nation: IRAQ, Balance: 2305.490000
Supplier Key: 9580, Name: Supplier#000009580, Nation: INDONESIA, Balance: 4364.260000
Supplier Key: 9581, Name: Supplier#000009581, Nation: ALGERIA, Balance: 122.880000
Supplier Key: 9582, Name: Supplier#000009582, Nation: INDONESIA, Balance: 6140.450000
Supplier Key: 9583, Name: Supplier#000009583, Nation: JORDAN, Balance: 9518.410000
Supplier Key: 9584, Name: Supplier#000009584, Nation: VIETNAM, Balance: 1033.550000
Supplier Key: 9585, Name: Supplier#000009585, Nation: ROMANIA, Balance: -127.070000
Supplier Key: 9586, Name: Supplier#000009586, Nation: ROMANIA, Balance: 7330.250000
Supplier Key: 9587, Name: Supplier#000009587, Nation: GERMANY, Balance: 8556.200000
Supplier Key: 9588, Name: Supplier#000009588, Nation: ROMANIA, Balance: -807.050000
Supplier Key: 9589, Name: Supplier#000009589, Nation: MOROCCO, Balance: 7883.410000
Supplier Key: 9590, Name: Supplier#000009590, Nation: MOROCCO, Balance: -547.530000
Supplier Key: 9591, Name: Supplier#000009591, Nation: UNITED KINGDOM, Balance: 2558.480000
Supplier Key: 9592, Name: Supplier#000009592, Nation: CHINA, Balance: -607.200000
Supplier Key: 9593, Name: Supplier#000009593, Nation: PERU, Balance: 646.630000
Supplier Key: 9594, Name: Supplier#000009594, Nation: VIETNAM, Balance: 8803.640000
Supplier Key: 9595, Name: Supplier#000009595, Nation: EGYPT, Balance: -132.860000
Supplier Key: 9596, Name: Supplier#000009596, Nation: BRAZIL, Balance: 8993.380000
Supplier Key: 9597, Name: Supplier#000009597, Nation: ALGERIA, Balance: 9823.560000
Supplier Key: 9598, Name: Supplier#000009598, Nation: VIETNAM, Balance: 3576.600000
Supplier Key: 9599, Name: Supplier#000009599, Nation: RUSSIA, Balance: 5846.670000
Supplier Key: 9600, Name: Supplier#000009600, Nation: BRAZIL, Balance: 10.080000
Supplier Key: 9601, Name: Supplier#000009601, Nation: CANADA, Balance: 2399.750000
Supplier Key: 9602, Name: Supplier#000009602, Nation: MOZAMBIQUE, Balance: 4619.150000
Supplier Key: 9603, Name: Supplier#000009603, Nation: EGYPT, Balance: 5008.340000
Supplier Key: 9604, Name: Supplier#000009604, Nation: INDONESIA, Balance: 1232.400000
Supplier Key: 9605, Name: Supplier#000009605, Nation: RUSSIA, Balance: 8932.600000
Supplier Key: 9606, Name: Supplier#000009606, Nation: JAPAN, Balance: 315.560000
Supplier Key: 9607, Name: Supplier#000009607, Nation: MOZAMBIQUE, Balance: -372.500000
Supplier Key: 9608, Name: Supplier#000009608, Nation: IRAQ, Balance: 7328.380000
Supplier Key: 9609, Name: Supplier#000009609, Nation: VIETNAM, Balance: -874.840000
Supplier Key: 9610, Name: Supplier#000009610, Nation: EGYPT, Balance: 1516.570000
Supplier Key: 9611, Name: Supplier#000009611, Nation: IRAQ, Balance: -92.760000
Supplier Key: 9612, Name: Supplier#000009612, Nation: BRAZIL, Balance: 883.410000
Supplier Key: 9613, Name: Supplier#000009613, Nation: UNITED STATES, Balance: 6358.510000
Supplier Key: 9614, Name: Supplier#000009614, Nation: PERU, Balance: 447.340000
Supplier Key: 9615, Name: Supplier#000009615, Nation: IRAQ, Balance: 3350.900000
Supplier Key: 9616, Name: Supplier#000009616, Nation: IRAQ, Balance: 7551.790000
Supplier Key: 9617, Name: Supplier#000009617, Nation: INDONESIA, Balance: 2932.960000
Supplier Key: 9618, Name: Supplier#000009618, Nation: INDONESIA, Balance: 1262.110000
Supplier Key: 9619, Name: Supplier#000009619, Nation: VIETNAM, Balance: 2222.770000
Supplier Key: 9620, Name: Supplier#000009620, Nation: IRAN, Balance: 52.640000
Supplier Key: 9621, Name: Supplier#000009621, Nation: IRAQ, Balance: 2623.250000
Supplier Key: 9622, Name: Supplier#000009622, Nation: ETHIOPIA, Balance: 9858.450000
Supplier Key: 9623, Name: Supplier#000009623, Nation: ARGENTINA, Balance: 7067.640000
Supplier Key: 9624, Name: Supplier#000009624, Nation: FRANCE, Balance: 5806.200000
Supplier Key: 9625, Name: Supplier#000009625, Nation: FRANCE, Balance: 1880.170000
Supplier Key: 9626, Name: Supplier#000009626, Nation: VIETNAM, Balance: 5970.160000
Supplier Key: 9627, Name: Supplier#000009627, Nation: ARGENTINA, Balance: 7425.470000
Supplier Key: 9628, Name: Supplier#000009628, Nation: ROMANIA, Balance: 2881.790000
Supplier Key: 9629, Name: Supplier#000009629, Nation: IRAN, Balance: -832.790000
Supplier Key: 9630, Name: Supplier#000009630, Nation: SAUDI ARABIA, Balance: 4210.770000
Supplier Key: 9631, Name: Supplier#000009631, Nation: UNITED STATES, Balance: 5423.490000
Supplier Key: 9632, Name: Supplier#000009632, Nation: KENYA, Balance: 4684.100000
Supplier Key: 9633, Name: Supplier#000009633, Nation: VIETNAM, Balance: 7597.440000
Supplier Key: 9634, Name: Supplier#000009634, Nation: KENYA, Balance: 200.830000
Supplier Key: 9635, Name: Supplier#000009635, Nation: ETHIOPIA, Balance: 7218.800000
Supplier Key: 9636, Name: Supplier#000009636, Nation: GERMANY, Balance: 5468.390000
Supplier Key: 9637, Name: Supplier#000009637, Nation: JAPAN, Balance: 213.820000
Supplier Key: 9638, Name: Supplier#000009638, Nation: INDONESIA, Balance: 5570.920000
Supplier Key: 9639, Name: Supplier#000009639, Nation: MOZAMBIQUE, Balance: 7513.270000
Supplier Key: 9640, Name: Supplier#000009640, Nation: PERU, Balance: 4635.820000
Supplier Key: 9641, Name: Supplier#000009641, Nation: UNITED STATES, Balance: -810.170000
Supplier Key: 9642, Name: Supplier#000009642, Nation: ALGERIA, Balance: -570.310000
Supplier Key: 9643, Name: Supplier#000009643, Nation: SAUDI ARABIA, Balance: 4651.060000
Supplier Key: 9644, Name: Supplier#000009644, Nation: ARGENTINA, Balance: 2435.780000
Supplier Key: 9645, Name: Supplier#000009645, Nation: GERMANY, Balance: 5110.270000
Supplier Key: 9646, Name: Supplier#000009646, Nation: INDONESIA, Balance: 9256.150000
Supplier Key: 9647, Name: Supplier#000009647, Nation: SAUDI ARABIA, Balance: 4143.180000
Supplier Key: 9648, Name: Supplier#000009648, Nation: SAUDI ARABIA, Balance: 2428.280000
Supplier Key: 9649, Name: Supplier#000009649, Nation: MOROCCO, Balance: 144.150000
Supplier Key: 9650, Name: Supplier#000009650, Nation: KENYA, Balance: 717.590000
Supplier Key: 9651, Name: Supplier#000009651, Nation: UNITED STATES, Balance: 2477.970000
Supplier Key: 9652, Name: Supplier#000009652, Nation: INDIA, Balance: -723.530000
Supplier Key: 9653, Name: Supplier#000009653, Nation: KENYA, Balance: 3508.950000
Supplier Key: 9654, Name: Supplier#000009654, Nation: UNITED STATES, Balance: 1907.310000
Supplier Key: 9655, Name: Supplier#000009655, Nation: CHINA, Balance: 145.990000
Supplier Key: 9656, Name: Supplier#000009656, Nation: INDONESIA, Balance: 9560.640000
Supplier Key: 9657, Name: Supplier#000009657, Nation: CHINA, Balance: 6720.330000
Supplier Key: 9658, Name: Supplier#000009658, Nation: ROMANIA, Balance: 9624.780000
Supplier Key: 9659, Name: Supplier#000009659, Nation: IRAN, Balance: 6693.600000
Supplier Key: 9660, Name: Supplier#000009660, Nation: IRAQ, Balance: 304.740000
Supplier Key: 9661, Name: Supplier#000009661, Nation: RUSSIA, Balance: 4687.770000
Supplier Key: 9662, Name: Supplier#000009662, Nation: INDONESIA, Balance: 3394.350000
Supplier Key: 9663, Name: Supplier#000009663, Nation: ALGERIA, Balance: 866.010000
Supplier Key: 9664, Name: Supplier#000009664, Nation: ALGERIA, Balance: 19.990000
Supplier Key: 9665, Name: Supplier#000009665, Nation: FRANCE, Balance: 3947.610000
Supplier Key: 9666, Name: Supplier#000009666, Nation: MOROCCO, Balance: 4394.450000
Supplier Key: 9667, Name: Supplier#000009667, Nation: IRAQ, Balance: 1459.700000
Supplier Key: 9668, Name: Supplier#000009668, Nation: IRAN, Balance: 1191.330000
Supplier Key: 9669, Name: Supplier#000009669, Nation: UNITED STATES, Balance: 614.970000
Supplier Key: 9670, Name: Supplier#000009670, Nation: ROMANIA, Balance: 4779.460000
Supplier Key: 9671, Name: Supplier#000009671, Nation: ETHIOPIA, Balance: 4385.020000
Supplier Key: 9672, Name: Supplier#000009672, Nation: CHINA, Balance: 8069.390000
Supplier Key: 9673, Name: Supplier#000009673, Nation: KENYA, Balance: 1357.220000
Supplier Key: 9674, Name: Supplier#000009674, Nation: EGYPT, Balance: 5680.620000
Supplier Key: 9675, Name: Supplier#000009675, Nation: EGYPT, Balance: 3191.440000
Supplier Key: 9676, Name: Supplier#000009676, Nation: MOROCCO, Balance: 518.490000
Supplier Key: 9677, Name: Supplier#000009677, Nation: PERU, Balance: 268.760000
Supplier Key: 9678, Name: Supplier#000009678, Nation: UNITED STATES, Balance: 4955.880000
Supplier Key: 9679, Name: Supplier#000009679, Nation: JAPAN, Balance: -504.160000
Supplier Key: 9680, Name: Supplier#000009680, Nation: INDIA, Balance: 5471.930000
Supplier Key: 9681, Name: Supplier#000009681, Nation: ALGERIA, Balance: 4714.960000
Supplier Key: 9682, Name: Supplier#000009682, Nation: ETHIOPIA, Balance: 9335.950000
Supplier Key: 9683, Name: Supplier#000009683, Nation: MOZAMBIQUE, Balance: 3316.060000
Supplier Key: 9684, Name: Supplier#000009684, Nation: MOROCCO, Balance: 5061.290000
Supplier Key: 9685, Name: Supplier#000009685, Nation: GERMANY, Balance: 27.340000
Supplier Key: 9686, Name: Supplier#000009686, Nation: INDONESIA, Balance: 6487.620000
Supplier Key: 9687, Name: Supplier#000009687, Nation: UNITED STATES, Balance: 3402.530000
Supplier Key: 9688, Name: Supplier#000009688, Nation: PERU, Balance: 6275.470000
Supplier Key: 9689, Name: Supplier#000009689, Nation: EGYPT, Balance: 1930.100000
Supplier Key: 9690, Name: Supplier#000009690, Nation: UNITED KINGDOM, Balance: 9201.470000
Supplier Key: 9691, Name: Supplier#000009691, Nation: FRANCE, Balance: 9212.600000
Supplier Key: 9692, Name: Supplier#000009692, Nation: ARGENTINA, Balance: 9309.380000
Supplier Key: 9693, Name: Supplier#000009693, Nation: IRAQ, Balance: 7832.770000
Supplier Key: 9694, Name: Supplier#000009694, Nation: GERMANY, Balance: 6373.690000
Supplier Key: 9695, Name: Supplier#000009695, Nation: PERU, Balance: 2577.650000
Supplier Key: 9696, Name: Supplier#000009696, Nation: MOROCCO, Balance: 2451.320000
Supplier Key: 9697, Name: Supplier#000009697, Nation: UNITED KINGDOM, Balance: 2373.810000
Supplier Key: 9698, Name: Supplier#000009698, Nation: CHINA, Balance: 8522.700000
Supplier Key: 9699, Name: Supplier#000009699, Nation: IRAQ, Balance: 8143.190000
Supplier Key: 9700, Name: Supplier#000009700, Nation: ARGENTINA, Balance: 9697.710000
Supplier Key: 9701, Name: Supplier#000009701, Nation: MOROCCO, Balance: 464.050000
Supplier Key: 9702, Name: Supplier#000009702, Nation: PERU, Balance: 9186.400000
Supplier Key: 9703, Name: Supplier#000009703, Nation: PERU, Balance: 8967.410000
Supplier Key: 9704, Name: Supplier#000009704, Nation: ROMANIA, Balance: 2321.380000
Supplier Key: 9705, Name: Supplier#000009705, Nation: RUSSIA, Balance: 7397.890000
Supplier Key: 9706, Name: Supplier#000009706, Nation: KENYA, Balance: 1465.270000
Supplier Key: 9707, Name: Supplier#000009707, Nation: GERMANY, Balance: 6742.730000
Supplier Key: 9708, Name: Supplier#000009708, Nation: JAPAN, Balance: 1018.710000
Supplier Key: 9709, Name: Supplier#000009709, Nation: CANADA, Balance: 3457.970000
Supplier Key: 9710, Name: Supplier#000009710, Nation: JAPAN, Balance: 3067.300000
Supplier Key: 9711, Name: Supplier#000009711, Nation: IRAQ, Balance: 4121.620000
Supplier Key: 9712, Name: Supplier#000009712, Nation: JORDAN, Balance: 3117.740000
Supplier Key: 9713, Name: Supplier#000009713, Nation: JAPAN, Balance: 4867.250000
Supplier Key: 9714, Name: Supplier#000009714, Nation: ALGERIA, Balance: 5864.600000
Supplier Key: 9715, Name: Supplier#000009715, Nation: VIETNAM, Balance: 4324.870000
Supplier Key: 9716, Name: Supplier#000009716, Nation: CHINA, Balance: 9008.680000
Supplier Key: 9717, Name: Supplier#000009717, Nation: JORDAN, Balance: 2965.360000
Supplier Key: 9718, Name: Supplier#000009718, Nation: CANADA, Balance: 6861.640000
Supplier Key: 9719, Name: Supplier#000009719, Nation: INDIA, Balance: 8570.570000
Supplier Key: 9720, Name: Supplier#000009720, Nation: IRAN, Balance: 9563.480000
Supplier Key: 9721, Name: Supplier#000009721, Nation: SAUDI ARABIA, Balance: -547.630000
Supplier Key: 9722, Name: Supplier#000009722, Nation: MOROCCO, Balance: 889.370000
Supplier Key: 9723, Name: Supplier#000009723, Nation: JORDAN, Balance: 7591.790000
Supplier Key: 9724, Name: Supplier#000009724, Nation: ALGERIA, Balance: 4210.770000
Supplier Key: 9725, Name: Supplier#000009725, Nation: JAPAN, Balance: 5407.310000
Supplier Key: 9726, Name: Supplier#000009726, Nation: PERU, Balance: 7663.950000
Supplier Key: 9727, Name: Supplier#000009727, Nation: SAUDI ARABIA, Balance: 7005.630000
Supplier Key: 9728, Name: Supplier#000009728, Nation: ARGENTINA, Balance: 8712.350000
Supplier Key: 9729, Name: Supplier#000009729, Nation: MOZAMBIQUE, Balance: 5456.160000
Supplier Key: 9730, Name: Supplier#000009730, Nation: ETHIOPIA, Balance: 3660.790000
Supplier Key: 9731, Name: Supplier#000009731, Nation: INDIA, Balance: 1925.550000
Supplier Key: 9732, Name: Supplier#000009732, Nation: ALGERIA, Balance: 9678.680000
Supplier Key: 9733, Name: Supplier#000009733, Nation: GERMANY, Balance: -271.690000
Supplier Key: 9734, Name: Supplier#000009734, Nation: UNITED KINGDOM, Balance: 7690.910000
Supplier Key: 9735, Name: Supplier#000009735, Nation: MOROCCO, Balance: 9107.530000
Supplier Key: 9736, Name: Supplier#000009736, Nation: ARGENTINA, Balance: 3276.620000
Supplier Key: 9737, Name: Supplier#000009737, Nation: ARGENTINA, Balance: 2214.730000
Supplier Key: 9738, Name: Supplier#000009738, Nation: VIETNAM, Balance: 7940.650000
Supplier Key: 9739, Name: Supplier#000009739, Nation: JAPAN, Balance: 4551.610000
Supplier Key: 9740, Name: Supplier#000009740, Nation: EGYPT, Balance: 2836.150000
Supplier Key: 9741, Name: Supplier#000009741, Nation: INDONESIA, Balance: 2206.260000
Supplier Key: 9742, Name: Supplier#000009742, Nation: GERMANY, Balance: 8508.430000
Supplier Key: 9743, Name: Supplier#000009743, Nation: JORDAN, Balance: -759.410000
Supplier Key: 9744, Name: Supplier#000009744, Nation: UNITED STATES, Balance: 5487.840000
Supplier Key: 9745, Name: Supplier#000009745, Nation: MOZAMBIQUE, Balance: 8116.970000
Supplier Key: 9746, Name: Supplier#000009746, Nation: MOROCCO, Balance: 9030.490000
Supplier Key: 9747, Name: Supplier#000009747, Nation: ROMANIA, Balance: 6505.250000
Supplier Key: 9748, Name: Supplier#000009748, Nation: GERMANY, Balance: 2764.640000
Supplier Key: 9749, Name: Supplier#000009749, Nation: UNITED KINGDOM, Balance: -727.140000
Supplier Key: 9750, Name: Supplier#000009750, Nation: VIETNAM, Balance: 8871.930000
Supplier Key: 9751, Name: Supplier#000009751, Nation: INDONESIA, Balance: 3536.940000
Supplier Key: 9752, Name: Supplier#000009752, Nation: BRAZIL, Balance: -679.630000
Supplier Key: 9753, Name: Supplier#000009753, Nation: CANADA, Balance: 4406.930000
Supplier Key: 9754, Name: Supplier#000009754, Nation: ALGERIA, Balance: 2242.590000
Supplier Key: 9755, Name: Supplier#000009755, Nation: ALGERIA, Balance: 3144.300000
Supplier Key: 9756, Name: Supplier#000009756, Nation: CHINA, Balance: 168.810000
Supplier Key: 9757, Name: Supplier#000009757, Nation: EGYPT, Balance: 8113.220000
Supplier Key: 9758, Name: Supplier#000009758, Nation: SAUDI ARABIA, Balance: 863.380000
Supplier Key: 9759, Name: Supplier#000009759, Nation: ARGENTINA, Balance: -269.730000
Supplier Key: 9760, Name: Supplier#000009760, Nation: KENYA, Balance: 7606.060000
Supplier Key: 9761, Name: Supplier#000009761, Nation: ETHIOPIA, Balance: 2163.140000
Supplier Key: 9762, Name: Supplier#000009762, Nation: GERMANY, Balance: 9934.440000
Supplier Key: 9763, Name: Supplier#000009763, Nation: KENYA, Balance: 8149.650000
Supplier Key: 9764, Name: Supplier#000009764, Nation: PERU, Balance: 8259.090000
Supplier Key: 9765, Name: Supplier#000009765, Nation: UNITED KINGDOM, Balance: -491.390000
Supplier Key: 9766, Name: Supplier#000009766, Nation: JAPAN, Balance: 155.410000
Supplier Key: 9767, Name: Supplier#000009767, Nation: ARGENTINA, Balance: 2895.510000
Supplier Key: 9768, Name: Supplier#000009768, Nation: KENYA, Balance: 9740.750000
Supplier Key: 9769, Name: Supplier#000009769, Nation: ETHIOPIA, Balance: 8851.020000
Supplier Key: 9770, Name: Supplier#000009770, Nation: VIETNAM, Balance: 4204.080000
Supplier Key: 9771, Name: Supplier#000009771, Nation: UNITED STATES, Balance: 3048.160000
Supplier Key: 9772, Name: Supplier#000009772, Nation: FRANCE, Balance: 1381.540000
Supplier Key: 9773, Name: Supplier#000009773, Nation: ETHIOPIA, Balance: 7531.620000
Supplier Key: 9774, Name: Supplier#000009774, Nation: EGYPT, Balance: 4973.140000
Supplier Key: 9775, Name: Supplier#000009775, Nation: CHINA, Balance: 3603.760000
Supplier Key: 9776, Name: Supplier#000009776, Nation: BRAZIL, Balance: 386.660000
Supplier Key: 9777, Name: Supplier#000009777, Nation: INDONESIA, Balance: 6598.530000
Supplier Key: 9778, Name: Supplier#000009778, Nation: ARGENTINA, Balance: 8553.940000
Supplier Key: 9779, Name: Supplier#000009779, Nation: IRAQ, Balance: 5067.360000
Supplier Key: 9780, Name: Supplier#000009780, Nation: JORDAN, Balance: 3150.730000
Supplier Key: 9781, Name: Supplier#000009781, Nation: EGYPT, Balance: 9284.570000
Supplier Key: 9782, Name: Supplier#000009782, Nation: MOZAMBIQUE, Balance: 8922.270000
Supplier Key: 9783, Name: Supplier#000009783, Nation: INDIA, Balance: 2687.750000
Supplier Key: 9784, Name: Supplier#000009784, Nation: MOZAMBIQUE, Balance: 4954.450000
Supplier Key: 9785, Name: Supplier#000009785, Nation: GERMANY, Balance: 8390.010000
Supplier Key: 9786, Name: Supplier#000009786, Nation: INDIA, Balance: -43.960000
Supplier Key: 9787, Name: Supplier#000009787, Nation: SAUDI ARABIA, Balance: 7140.990000
Supplier Key: 9788, Name: Supplier#000009788, Nation: JORDAN, Balance: 6613.560000
Supplier Key: 9789, Name: Supplier#000009789, Nation: RUSSIA, Balance: 8201.750000
Supplier Key: 9790, Name: Supplier#000009790, Nation: FRANCE, Balance: 3907.540000
Supplier Key: 9791, Name: Supplier#000009791, Nation: ROMANIA, Balance: 1986.970000
Supplier Key: 9792, Name: Supplier#000009792, Nation: GERMANY, Balance: 7887.080000
Supplier Key: 9793, Name: Supplier#000009793, Nation: IRAQ, Balance: 6166.730000
Supplier Key: 9794, Name: Supplier#000009794, Nation: INDIA, Balance: 184.630000
Supplier Key: 9795, Name: Supplier#000009795, Nation: JORDAN, Balance: -998.220000
Supplier Key: 9796, Name: Supplier#000009796, Nation: CANADA, Balance: 6780.440000
Supplier Key: 9797, Name: Supplier#000009797, Nation: INDONESIA, Balance: 7962.250000
Supplier Key: 9798, Name: Supplier#000009798, Nation: ETHIOPIA, Balance: 4546.910000
Supplier Key: 9799, Name: Supplier#000009799, Nation: CANADA, Balance: 880.290000
Supplier Key: 9800, Name: Supplier#000009800, Nation: JORDAN, Balance: 8991.300000
Supplier Key: 9801, Name: Supplier#000009801, Nation: JAPAN, Balance: 7796.180000
Supplier Key: 9802, Name: Supplier#000009802, Nation: IRAQ, Balance: 7445.030000
Supplier Key: 9803, Name: Supplier#000009803, Nation: BRAZIL, Balance: 1646.480000
Supplier Key: 9804, Name: Supplier#000009804, Nation: SAUDI ARABIA, Balance: 5284.300000
Supplier Key: 9805, Name: Supplier#000009805, Nation: IRAQ, Balance: 8195.440000
Supplier Key: 9806, Name: Supplier#000009806, Nation: JORDAN, Balance: 7862.140000
Supplier Key: 9807, Name: Supplier#000009807, Nation: MOROCCO, Balance: 5052.840000
Supplier Key: 9808, Name: Supplier#000009808, Nation: CHINA, Balance: 1139.040000
Supplier Key: 9809, Name: Supplier#000009809, Nation: PERU, Balance: 1789.800000
Supplier Key: 9810, Name: Supplier#000009810, Nation: ARGENTINA, Balance: 5112.900000
Supplier Key: 9811, Name: Supplier#000009811, Nation: CANADA, Balance: 9453.060000
Supplier Key: 9812, Name: Supplier#000009812, Nation: CANADA, Balance: 2709.630000
Supplier Key: 9813, Name: Supplier#000009813, Nation: UNITED STATES, Balance: 9691.670000
Supplier Key: 9814, Name: Supplier#000009814, Nation: ROMANIA, Balance: 8996.140000
Supplier Key: 9815, Name: Supplier#000009815, Nation: SAUDI ARABIA, Balance: 1205.360000
Supplier Key: 9816, Name: Supplier#000009816, Nation: ROMANIA, Balance: 5415.820000
Supplier Key: 9817, Name: Supplier#000009817, Nation: CANADA, Balance: 7692.250000
Supplier Key: 9818, Name: Supplier#000009818, Nation: ALGERIA, Balance: 9760.750000
Supplier Key: 9819, Name: Supplier#000009819, Nation: UNITED STATES, Balance: 3984.420000
Supplier Key: 9820, Name: Supplier#000009820, Nation: VIETNAM, Balance: 7174.080000
Supplier Key: 9821, Name: Supplier#000009821, Nation: BRAZIL, Balance: 1822.600000
Supplier Key: 9822, Name: Supplier#000009822, Nation: JORDAN, Balance: 6468.350000
Supplier Key: 9823, Name: Supplier#000009823, Nation: JORDAN, Balance: 9508.040000
Supplier Key: 9824, Name: Supplier#000009824, Nation: ROMANIA, Balance: 2624.730000
Supplier Key: 9825, Name: Supplier#000009825, Nation: IRAN, Balance: 1780.930000
Supplier Key: 9826, Name: Supplier#000009826, Nation: ETHIOPIA, Balance: -974.420000
Supplier Key: 9827, Name: Supplier#000009827, Nation: UNITED KINGDOM, Balance: -226.870000
Supplier Key: 9828, Name: Supplier#000009828, Nation: PERU, Balance: 1909.220000
Supplier Key: 9829, Name: Supplier#000009829, Nation: UNITED STATES, Balance: -785.380000
Supplier Key: 9830, Name: Supplier#000009830, Nation: INDONESIA, Balance: 9094.470000
Supplier Key: 9831, Name: Supplier#000009831, Nation: ROMANIA, Balance: 3839.690000
Supplier Key: 9832, Name: Supplier#000009832, Nation: VIETNAM, Balance: 5585.490000
Supplier Key: 9833, Name: Supplier#000009833, Nation: JORDAN, Balance: -690.660000
Supplier Key: 9834, Name: Supplier#000009834, Nation: MOROCCO, Balance: 5979.260000
Supplier Key: 9835, Name: Supplier#000009835, Nation: SAUDI ARABIA, Balance: 6520.200000
Supplier Key: 9836, Name: Supplier#000009836, Nation: RUSSIA, Balance: 1039.230000
Supplier Key: 9837, Name: Supplier#000009837, Nation: MOZAMBIQUE, Balance: 7361.180000
Supplier Key: 9838, Name: Supplier#000009838, Nation: CHINA, Balance: 442.730000
Supplier Key: 9839, Name: Supplier#000009839, Nation: CHINA, Balance: 2928.640000
Supplier Key: 9840, Name: Supplier#000009840, Nation: ETHIOPIA, Balance: 5692.570000
Supplier Key: 9841, Name: Supplier#000009841, Nation: ARGENTINA, Balance: 6106.010000
Supplier Key: 9842, Name: Supplier#000009842, Nation: INDIA, Balance: 2794.510000
Supplier Key: 9843, Name: Supplier#000009843, Nation: JORDAN, Balance: 6252.640000
Supplier Key: 9844, Name: Supplier#000009844, Nation: MOROCCO, Balance: 3148.350000
Supplier Key: 9845, Name: Supplier#000009845, Nation: ARGENTINA, Balance: 2368.920000
Supplier Key: 9846, Name: Supplier#000009846, Nation: CANADA, Balance: 3472.080000
Supplier Key: 9847, Name: Supplier#000009847, Nation: BRAZIL, Balance: 9203.750000
Supplier Key: 9848, Name: Supplier#000009848, Nation: FRANCE, Balance: 3484.120000
Supplier Key: 9849, Name: Supplier#000009849, Nation: INDIA, Balance: 2564.130000
Supplier Key: 9850, Name: Supplier#000009850, Nation: SAUDI ARABIA, Balance: 6261.890000
Supplier Key: 9851, Name: Supplier#000009851, Nation: EGYPT, Balance: 4541.600000
Supplier Key: 9852, Name: Supplier#000009852, Nation: GERMANY, Balance: -272.170000
Supplier Key: 9853, Name: Supplier#000009853, Nation: BRAZIL, Balance: -362.470000
Supplier Key: 9854, Name: Supplier#000009854, Nation: GERMANY, Balance: -65.690000
Supplier Key: 9855, Name: Supplier#000009855, Nation: SAUDI ARABIA, Balance: 4866.450000
Supplier Key: 9856, Name: Supplier#000009856, Nation: ETHIOPIA, Balance: 3477.080000
Supplier Key: 9857, Name: Supplier#000009857, Nation: GERMANY, Balance: 5256.750000
Supplier Key: 9858, Name: Supplier#000009858, Nation: INDIA, Balance: 7235.120000
Supplier Key: 9859, Name: Supplier#000009859, Nation: UNITED STATES, Balance: 4643.800000
Supplier Key: 9860, Name: Supplier#000009860, Nation: RUSSIA, Balance: 1339.410000
Supplier Key: 9861, Name: Supplier#000009861, Nation: SAUDI ARABIA, Balance: 3431.050000
Supplier Key: 9862, Name: Supplier#000009862, Nation: CANADA, Balance: 1642.510000
Supplier Key: 9863, Name: Supplier#000009863, Nation: FRANCE, Balance: 4549.090000
Supplier Key: 9864, Name: Supplier#000009864, Nation: UNITED KINGDOM, Balance: 4553.620000
